temperature,rainfall,humidity,label
21.65,83.3,51.61,green radish
24.52,110.91,39.44,green radish
28.95,83.76,47.72,green radish
26.3,126.27,47.36,green radish
27.57,132.91,41.27,green radish
29.26,113.6,41.46,green radish
27.34,108.59,51.32,green radish
22.04,141.02,43.11,green radish
29.42,102.83,48.35,green radish
24.27,147.47,49.71,green radish
31.81,99.67,48.36,green radish
31.43,124.2,39.63,green radish
27.6,262.38,73.05,red bamboo
25.56,247.51,65.91,red bamboo
26.16,256.52,55.86,red bamboo
26.43,225.43,78.83,red bamboo
25.3,224.96,75.64,red bamboo
25.05,238.6,59.06,red bamboo
29.96,256.16,59.58,red bamboo
28.51,208.42,66.12,red bamboo
27.14,213.4,69.64,red bamboo
29.5,222.38,71.2,red bamboo
28.89,236.47,60.11,red bamboo
29.43,205.69,73.23,red bamboo
26.7,218.18,76.02,red bamboo
27.35,233.13,77.82,red bamboo
25.96,234.07,74.6,red bamboo
11.33,203.43,38.45,black pea
11.03,187.71,32.21,black pea
18.4,247.24,38.87,black pea
21.73,212.87,41.29,black pea
12.51,216.36,39.86,black pea
22.97,235.04,31.27,black pea
13.82,266.44,36.17,black pea
19.53,240.47,35.55,black pea
22.87,196.46,32.35,black pea
11.5,229.76,34.09,black pea
18.98,195.29,41.59,black pea
16.15,240.66,40.54,black pea
20.97,196.13,33.65,black pea
21.15,188.25,36.52,black pea
14.15,185.6,36.93,black pea
23.69,152.3,43.84,black alfalfa
22.31,76.52,43.36,black alfalfa
22.12,105.24,43.72,black alfalfa
23.16,103.47,40.02,black alfalfa
21.05,217.67,38.69,black alfalfa
25.76,127.88,31.5,black alfalfa
23.52,178.79,39.81,black alfalfa
21.74,182.44,35.5,black alfalfa
21.86,153.74,43.61,black alfalfa
22.46,166.02,34.47,black alfalfa
24.43,151.43,43.1,black alfalfa
22.05,159.03,42.77,black alfalfa
21.89,162.11,39.77,black alfalfa
23.33,202.02,33.2,black alfalfa
22.98,111.15,42.78,black alfalfa
6.5,57.12,58.12,mountain lentil
7.83,80.25,46.42,mountain lentil
16.69,44.99,42.13,mountain lentil
9.41,89.24,52.49,mountain lentil
13.58,54.35,63.97,mountain lentil
15.59,29.36,68.45,mountain lentil
7.18,52.73,58.68,mountain lentil
17.82,95.77,53.06,mountain lentil
9.82,26.57,58.25,mountain lentil
9.98,68.38,62.31,mountain lentil
7.83,89.92,49.1,mountain lentil
7.25,21.14,48.18,mountain lentil
6.44,77.3,58.81,mountain lentil
14.88,81.86,45.2,mountain lentil
6.07,53.25,41.4,mountain lentil
13.62,191.21,43.99,fig
17.24,221.08,49.19,fig
11.9,149.3,43.17,fig
14.19,168.48,51.3,fig
12.48,121.14,45.49,fig
20.11,144.86,50.97,fig
16.72,153.59,49.43,fig
11.14,121.15,42.68,fig
17.87,202.71,48.17,fig
12.69,191.35,42.26,fig
20.3,115.65,46.26,fig
13.53,152.78,51.3,fig
18.76,171.95,42.81,fig
18.6,154.82,49.36,fig
16.63,207.96,47.52,fig
24.03,162.79,68.35,sweet safflower
19.44,188.2,79.51,sweet safflower
24.29,136.13,73.64,sweet safflower
23.44,133.29,78.67,sweet safflower
22.38,132.05,78.23,sweet safflower
21.44,146.39,66.68,sweet safflower
18.46,173.36,80.8,sweet safflower
24.0,164.21,69.48,sweet safflower
19.91,140.55,80.46,sweet safflower
20.92,173.71,68.53,sweet safflower
21.18,134.18,80.6,sweet safflower
22.05,142.87,66.71,sweet safflower
25.59,188.95,78.6,sweet safflower
21.14,141.21,74.94,sweet safflower
19.23,173.0,77.36,sweet safflower
24.11,122.48,31.37,golden vanilla
25.53,109.6,38.79,golden vanilla
28.98,159.08,31.66,golden vanilla
24.12,197.46,41.56,golden vanilla
28.03,185.49,40.25,golden vanilla
24.17,131.5,38.8,golden vanilla
26.8,117.04,31.83,golden vanilla
25.52,125.72,39.01,golden vanilla
24.64,107.17,32.75,golden vanilla
29.12,100.99,33.81,golden vanilla
26.37,167.96,38.06,golden vanilla
29.69,139.61,40.44,golden vanilla
25.25,129.38,34.89,golden vanilla
26.26,100.49,32.89,golden vanilla
28.38,176.75,42.92,golden vanilla
16.63,178.36,44.61,organic bamboo
15.93,194.22,38.0,organic bamboo
17.56,208.88,49.02,organic bamboo
19.86,184.13,39.82,organic bamboo
21.74,177.03,34.35,organic bamboo
21.74,186.13,52.51,organic bamboo
20.9,190.51,44.65,organic bamboo
23.35,181.33,48.07,organic bamboo
18.0,194.5,42.74,organic bamboo
22.34,195.8,38.72,organic bamboo
17.85,183.51,45.59,organic bamboo
19.15,204.5,38.18,organic bamboo
20.24,214.06,38.57,organic bamboo
21.4,209.95,41.55,organic bamboo
19.37,186.87,37.44,organic bamboo
33.2,137.22,47.64,green squash
25.02,107.19,55.95,green squash
31.92,116.85,48.26,green squash
26.22,136.73,50.19,green squash
27.03,123.25,52.86,green squash
28.59,120.63,52.65,green squash
32.71,141.88,48.38,green squash
28.96,124.26,44.51,green squash
31.3,132.12,47.01,green squash
26.26,138.06,51.66,green squash
30.39,139.28,51.3,green squash
27.23,100.26,53.79,green squash
27.45,125.0,47.45,green squash
29.21,129.24,45.58,green squash
31.53,126.69,51.1,green squash
30.62,150.94,60.79,white melon
28.06,125.69,62.1,white melon
26.07,115.45,60.09,white melon
32.01,128.5,68.93,white melon
22.74,120.51,61.63,white melon
30.98,140.13,56.3,white melon
31.08,106.46,61.85,white melon
28.7,138.46,59.87,white melon
24.1,175.11,63.32,white melon
25.85,147.52,58.68,white melon
25.17,178.95,66.45,white melon
23.32,154.05,54.99,white melon
23.57,170.23,57.25,white melon
25.42,127.11,61.9,white melon
22.48,157.37,67.35,white melon
27.23,236.76,33.25,blue ginger
18.06,231.3,33.26,blue ginger
22.8,193.44,32.86,blue ginger
19.6,230.24,33.75,blue ginger
23.78,244.56,35.84,blue ginger
24.81,199.71,38.8,blue ginger
29.68,231.45,33.67,blue ginger
20.68,205.44,41.94,blue ginger
25.48,231.01,31.79,blue ginger
19.49,237.05,41.04,blue ginger
20.53,213.2,37.57,blue ginger
30.89,215.05,41.28,blue ginger
28.87,236.16,38.43,blue ginger
30.58,204.14,38.0,blue ginger
29.83,236.33,33.87,blue ginger
24.68,164.29,76.48,coffee
25.35,219.32,74.96,coffee
19.21,221.47,70.02,coffee
21.18,242.84,77.01,coffee
27.52,165.78,73.77,coffee
15.61,162.09,79.0,coffee
20.16,199.42,73.52,coffee
28.0,193.78,79.91,coffee
22.48,220.66,76.89,coffee
20.59,224.13,73.26,coffee
25.36,179.56,80.0,coffee
22.4,210.75,70.24,coffee
21.65,212.91,74.87,coffee
21.0,163.55,78.65,coffee
20.7,164.38,73.48,coffee
19.86,155.62,65.83,red canola
22.82,134.08,54.42,red canola
20.51,141.21,62.52,red canola
24.61,171.94,49.15,red canola
27.18,142.33,46.43,red canola
21.54,158.01,55.71,red canola
22.09,159.6,63.42,red canola
20.12,122.78,61.86,red canola
28.79,160.29,53.68,red canola
30.64,132.62,46.09,red canola
26.62,132.05,58.54,red canola
27.3,140.77,57.3,red canola
21.68,124.83,65.33,red canola
29.96,144.31,59.31,red canola
29.0,124.07,61.5,red canola
19.16,254.06,63.0,golden raspberry
25.04,228.69,51.23,golden raspberry
17.14,217.8,53.28,golden raspberry
25.8,171.87,65.24,golden raspberry
25.41,174.72,53.37,golden raspberry
23.78,200.8,47.66,golden raspberry
25.21,231.43,62.58,golden raspberry
21.01,215.7,48.64,golden raspberry
21.17,232.46,63.36,golden raspberry
19.74,174.6,58.61,golden raspberry
18.8,208.72,55.13,golden raspberry
21.46,248.79,59.59,golden raspberry
24.53,191.68,63.43,golden raspberry
18.68,177.89,65.56,golden raspberry
17.18,249.82,50.27,golden raspberry
19.3,190.41,58.66,citrus
18.23,200.32,59.97,citrus
21.63,217.17,64.83,citrus
15.49,238.69,67.16,citrus
16.48,246.68,59.28,citrus
16.62,251.39,62.5,citrus
19.1,258.6,58.02,citrus
20.91,200.92,65.21,citrus
19.58,208.35,65.74,citrus
22.8,235.74,60.46,citrus
23.48,228.32,65.64,citrus
21.27,241.06,59.19,citrus
18.02,196.81,65.54,citrus
14.08,190.01,66.52,citrus
19.42,231.09,66.73,citrus
31.85,153.42,52.92,wild sesame
26.17,112.76,70.08,wild sesame
32.34,148.23,59.46,wild sesame
32.52,118.43,66.11,wild sesame
30.63,135.87,62.37,wild sesame
24.82,122.19,61.13,wild sesame
24.26,107.4,66.0,wild sesame
35.47,115.69,61.46,wild sesame
29.06,113.95,63.13,wild sesame
32.23,139.27,64.45,wild sesame
28.76,108.57,62.05,wild sesame
31.46,144.47,69.24,wild sesame
34.82,139.12,65.17,wild sesame
28.67,146.55,55.27,wild sesame
24.95,145.55,68.39,wild sesame
20.56,89.09,44.59,wild pistachio
17.63,92.21,41.89,wild pistachio
14.17,67.21,36.27,wild pistachio
15.73,131.2,39.64,wild pistachio
14.98,123.07,39.49,wild pistachio
10.79,62.35,40.63,wild pistachio
16.89,106.9,39.88,wild pistachio
8.82,69.8,38.71,wild pistachio
9.07,82.05,44.73,wild pistachio
19.84,91.77,37.13,wild pistachio
8.38,77.49,46.4,wild pistachio
18.76,125.24,41.88,wild pistachio
12.56,101.84,36.16,wild pistachio
14.06,108.01,39.75,wild pistachio
14.25,90.36,43.6,wild pistachio
21.24,136.22,78.37,red taro
18.21,171.83,70.0,red taro
16.77,95.01,76.14,red taro
16.08,170.07,76.95,red taro
17.04,138.06,70.33,red taro
14.6,154.67,78.28,red taro
14.8,116.07,81.71,red taro
20.28,89.56,75.14,red taro
22.81,162.46,88.92,red taro
21.29,167.06,67.43,red taro
17.47,136.59,67.64,red taro
15.26,163.32,67.43,red taro
19.27,121.57,73.42,red taro
16.01,71.11,69.29,red taro
17.94,148.21,84.27,red taro
11.24,205.26,50.08,mountain spinach
19.66,219.7,46.47,mountain spinach
14.22,203.4,48.4,mountain spinach
16.46,187.97,35.93,mountain spinach
10.79,220.39,40.31,mountain spinach
15.09,192.86,43.43,mountain spinach
13.94,216.86,46.56,mountain spinach
17.12,216.58,48.55,mountain spinach
11.88,223.06,51.78,mountain spinach
13.25,208.02,51.94,mountain spinach
12.64,197.84,48.76,mountain spinach
17.7,202.06,39.54,mountain spinach
13.39,189.25,36.92,mountain spinach
15.26,197.15,36.68,mountain spinach
12.82,195.6,52.92,mountain spinach
18.78,185.5,73.9,valley artichoke
22.66,182.13,78.15,valley artichoke
16.76,205.7,76.89,valley artichoke
17.85,169.5,75.7,valley artichoke
20.88,187.84,70.26,valley artichoke
20.94,178.77,72.07,valley artichoke
20.76,219.17,78.1,valley artichoke
16.78,170.23,66.22,valley artichoke
16.5,220.87,69.39,valley artichoke
23.52,200.02,75.97,valley artichoke
24.5,175.92,80.78,valley artichoke
20.25,206.45,72.84,valley artichoke
20.17,177.76,76.2,valley artichoke
15.78,160.99,73.76,valley artichoke
17.91,193.98,80.63,valley artichoke
25.52,127.3,78.26,red yam
24.19,140.83,77.22,red yam
22.26,172.74,74.99,red yam
24.85,133.29,77.77,red yam
25.91,153.08,79.8,red yam
26.8,199.38,80.41,red yam
24.85,180.06,76.2,red yam
26.05,187.13,69.26,red yam
25.22,123.91,69.39,red yam
22.89,188.99,77.68,red yam
23.98,148.22,73.18,red yam
23.7,142.78,76.57,red yam
22.21,179.34,74.79,red yam
25.92,203.25,69.18,red yam
22.01,143.74,81.22,red yam
20.29,57.87,61.6,northern mustard
25.15,80.79,64.74,northern mustard
23.0,82.68,67.74,northern mustard
15.67,61.52,69.87,northern mustard
26.35,63.05,68.5,northern mustard
16.02,62.62,62.14,northern mustard
25.83,58.58,79.69,northern mustard
26.28,66.83,73.54,northern mustard
20.47,58.81,78.77,northern mustard
15.69,77.57,75.69,northern mustard
21.11,55.35,74.3,northern mustard
17.34,67.05,68.98,northern mustard
22.91,57.83,69.73,northern mustard
19.37,82.09,80.8,northern mustard
20.26,60.45,67.07,northern mustard
19.81,155.55,38.47,green papaya
15.27,180.18,43.67,green papaya
15.14,174.59,34.21,green papaya
14.31,132.02,40.53,green papaya
19.91,83.55,34.0,green papaya
14.48,205.56,43.92,green papaya
12.3,124.11,38.92,green papaya
20.89,145.84,38.62,green papaya
16.95,99.86,40.95,green papaya
13.68,136.96,37.02,green papaya
14.74,165.2,44.21,green papaya
14.41,110.84,41.07,green papaya
12.84,129.63,44.12,green papaya
16.16,99.89,44.51,green papaya
14.55,115.75,34.9,green papaya
11.42,127.29,62.48,northern clover
15.94,198.12,49.46,northern clover
21.18,181.35,49.24,northern clover
15.28,97.44,59.74,northern clover
21.62,183.32,67.48,northern clover
14.31,194.68,50.49,northern clover
18.19,178.23,68.52,northern clover
21.25,174.16,65.22,northern clover
17.94,159.9,56.39,northern clover
21.14,192.1,65.6,northern clover
17.39,153.03,58.14,northern clover
11.67,132.1,59.89,northern clover
19.47,145.06,70.67,northern clover
21.12,134.8,65.61,northern clover
14.58,171.23,52.21,northern clover
20.3,145.84,65.16,wild alfalfa
22.98,174.54,66.61,wild alfalfa
20.58,151.22,76.86,wild alfalfa
17.41,153.24,75.88,wild alfalfa
18.58,157.31,71.19,wild alfalfa
22.68,180.66,71.95,wild alfalfa
21.63,157.85,75.28,wild alfalfa
19.72,147.14,70.41,wild alfalfa
19.28,164.65,65.66,wild alfalfa
19.32,176.67,74.74,wild alfalfa
20.41,144.96,79.8,wild alfalfa
16.05,168.68,76.05,wild alfalfa
23.83,150.56,78.78,wild alfalfa
19.21,149.32,77.52,wild alfalfa
20.48,157.86,78.19,wild alfalfa
34.96,99.43,64.61,white rattan
29.52,101.07,76.71,white rattan
29.54,102.32,65.06,white rattan
28.52,95.6,64.75,white rattan
32.99,35.27,70.02,white rattan
30.28,73.13,64.83,white rattan
28.86,32.74,72.91,white rattan
33.78,65.37,60.03,white rattan
29.63,93.62,75.68,white rattan
30.5,38.49,62.67,white rattan
33.49,88.64,67.39,white rattan
29.23,97.84,66.55,white rattan
35.3,55.03,75.98,white rattan
33.18,73.7,63.04,white rattan
31.35,122.09,61.44,white rattan
35.39,276.71,67.06,thyme
38.87,210.01,67.26,thyme
28.1,272.78,72.98,thyme
29.7,207.48,66.96,thyme
25.13,275.36,64.07,thyme
36.27,173.06,72.61,thyme
33.46,189.01,65.37,thyme
33.81,222.3,81.58,thyme
25.24,231.79,77.35,thyme
26.72,234.57,71.9,thyme
39.65,196.89,71.85,thyme
31.62,231.33,70.3,thyme
29.49,256.71,76.29,thyme
34.82,212.02,66.1,thyme
34.48,232.09,81.27,thyme
34.89,134.3,55.76,winter blackberry
26.65,130.4,50.53,winter blackberry
30.16,121.72,51.93,winter blackberry
24.19,93.78,52.85,winter blackberry
28.54,166.56,47.82,winter blackberry
32.31,169.27,64.9,winter blackberry
30.04,109.94,60.82,winter blackberry
35.73,93.64,64.26,winter blackberry
23.61,153.35,68.95,winter blackberry
23.18,100.67,64.49,winter blackberry
28.7,128.91,53.11,winter blackberry
31.51,131.17,52.93,winter blackberry
27.36,83.45,62.44,winter blackberry
24.55,84.42,61.25,winter blackberry
36.25,75.92,70.48,winter blackberry
19.89,176.4,76.41,northern cotton
20.95,217.09,65.9,northern cotton
22.68,188.46,71.55,northern cotton
19.25,163.2,74.49,northern cotton
25.33,187.3,71.32,northern cotton
20.6,183.42,73.34,northern cotton
24.23,205.86,80.65,northern cotton
25.52,167.58,71.94,northern cotton
19.76,195.53,70.34,northern cotton
21.5,177.32,59.6,northern cotton
22.56,185.4,76.83,northern cotton
25.81,206.16,75.59,northern cotton
20.34,220.71,73.56,northern cotton
19.12,178.38,79.79,northern cotton
23.83,218.93,75.29,northern cotton
19.19,98.95,37.24,green tomato
29.45,94.21,36.07,green tomato
22.8,91.77,34.22,green tomato
26.38,137.18,39.95,green tomato
24.05,83.21,42.18,green tomato
29.53,163.98,40.19,green tomato
26.01,113.42,44.03,green tomato
28.31,113.35,43.39,green tomato
26.38,81.24,40.93,green tomato
27.41,131.1,45.29,green tomato
27.16,85.7,42.77,green tomato
24.55,158.25,42.48,green tomato
19.9,66.49,34.64,green tomato
23.93,50.36,35.8,green tomato
24.99,72.93,44.74,green tomato
38.12,203.96,66.68,mountain sesame
35.79,200.46,73.63,mountain sesame
27.39,199.62,65.04,mountain sesame
25.04,224.48,68.7,mountain sesame
36.84,217.07,66.04,mountain sesame
38.69,210.18,72.87,mountain sesame
26.73,210.73,60.38,mountain sesame
29.7,209.83,72.88,mountain sesame
30.2,225.96,66.59,mountain sesame
28.41,225.33,70.44,mountain sesame
36.35,206.87,69.67,mountain sesame
37.44,211.92,68.2,mountain sesame
25.17,198.21,62.58,mountain sesame
35.48,217.18,69.54,mountain sesame
25.36,213.76,62.44,mountain sesame
21.92,95.26,72.84,organic basil
20.96,115.39,69.49,organic basil
18.68,151.47,68.16,organic basil
21.07,139.77,75.35,organic basil
21.01,96.4,73.87,organic basil
18.26,105.43,71.67,organic basil
21.8,96.78,70.85,organic basil
23.16,126.1,66.46,organic basil
27.44,121.64,69.38,organic basil
17.25,146.31,73.71,organic basil
27.2,108.6,74.07,organic basil
19.66,112.66,71.48,organic basil
26.85,142.48,77.45,organic basil
19.48,129.47,70.11,organic basil
20.22,89.79,69.65,organic basil
29.4,168.5,37.01,white walnut
28.39,98.21,49.0,white walnut
22.99,139.6,50.97,white walnut
27.81,110.97,43.47,white walnut
28.47,151.02,43.64,white walnut
29.98,148.63,40.25,white walnut
29.6,150.36,52.15,white walnut
28.1,122.49,42.32,white walnut
23.32,145.87,45.27,white walnut
20.56,132.71,53.23,white walnut
25.48,63.7,48.26,white walnut
29.76,180.3,53.43,white walnut
21.13,170.98,43.22,white walnut
23.23,135.53,49.51,white walnut
24.01,74.34,43.53,white walnut
11.45,174.3,73.92,white canola
9.93,78.03,74.75,white canola
11.41,100.59,74.31,white canola
9.97,138.63,82.18,white canola
11.99,137.1,77.35,white canola
10.68,31.53,68.96,white canola
12.03,142.76,69.92,white canola
12.91,39.34,73.39,white canola
14.6,31.49,72.44,white canola
14.66,38.29,81.35,white canola
11.69,159.6,73.33,white canola
10.57,41.61,70.97,white canola
14.81,127.65,76.0,white canola
12.6,143.94,79.82,white canola
14.92,64.29,78.56,white canola
15.59,194.6,69.6,valley coffee
13.24,184.46,77.49,valley coffee
13.0,181.03,68.98,valley coffee
11.35,213.75,73.24,valley coffee
11.15,308.35,82.15,valley coffee
10.02,294.24,70.91,valley coffee
12.18,215.92,81.02,valley coffee
15.58,241.12,67.6,valley coffee
11.98,225.2,72.17,valley coffee
11.38,296.5,74.04,valley coffee
10.62,255.34,84.72,valley coffee
12.52,188.5,65.19,valley coffee
11.91,197.22,85.32,valley coffee
10.99,247.78,65.14,valley coffee
13.79,270.6,75.72,valley coffee
14.77,83.22,85.34,organic alfalfa
10.71,55.45,74.14,organic alfalfa
12.92,56.64,83.6,organic alfalfa
15.36,76.4,75.46,organic alfalfa
7.58,58.91,73.4,organic alfalfa
10.49,82.97,79.45,organic alfalfa
14.82,62.09,81.15,organic alfalfa
7.24,72.84,76.44,organic alfalfa
15.7,73.05,80.07,organic alfalfa
12.86,85.12,76.37,organic alfalfa
7.94,52.63,79.18,organic alfalfa
14.85,55.65,89.06,organic alfalfa
14.84,64.72,75.73,organic alfalfa
15.64,50.16,85.11,organic alfalfa
12.49,82.31,84.22,organic alfalfa
10.05,154.29,60.14,guava
15.82,155.88,54.93,guava
8.16,159.79,53.74,guava
15.49,157.49,56.59,guava
16.75,204.46,68.97,guava
8.17,176.19,58.03,guava
9.73,178.88,62.68,guava
17.58,157.54,62.51,guava
18.06,202.31,59.58,guava
9.21,163.26,68.94,guava
14.2,191.68,54.7,guava
10.86,143.18,58.72,guava
8.24,174.02,60.67,guava
17.31,158.98,59.84,guava
12.37,234.76,60.39,guava
25.44,77.52,59.49,white potato
31.95,76.01,60.26,white potato
24.47,159.85,60.92,white potato
36.42,113.99,57.05,white potato
33.87,102.52,60.51,white potato
23.84,96.29,50.85,white potato
34.82,173.81,55.46,white potato
28.53,150.47,59.73,white potato
30.9,137.92,57.07,white potato
36.38,127.5,54.6,white potato
36.73,86.66,56.08,white potato
30.8,163.43,60.26,white potato
23.59,182.04,55.18,white potato
30.36,184.6,50.91,white potato
25.77,61.31,56.81,white potato
35.36,97.46,65.88,white clover
30.38,125.32,73.28,white clover
25.98,121.83,79.03,white clover
28.28,144.2,74.08,white clover
24.4,116.72,72.85,white clover
34.46,183.29,67.6,white clover
24.9,107.71,72.71,white clover
35.5,125.83,65.63,white clover
31.39,158.54,74.36,white clover
34.5,140.99,80.02,white clover
30.97,142.55,71.83,white clover
30.4,137.73,65.89,white clover
30.81,173.04,67.95,white clover
32.55,115.37,71.99,white clover
29.33,139.94,70.96,white clover
31.79,215.6,39.0,black coffee
31.5,214.25,45.71,black coffee
31.4,181.14,36.71,black coffee
25.74,214.55,33.95,black coffee
28.35,212.08,44.51,black coffee
26.51,184.38,50.93,black coffee
30.97,193.35,34.89,black coffee
28.87,183.26,47.45,black coffee
35.06,190.11,36.64,black coffee
29.22,235.2,52.24,black coffee
32.24,190.01,56.74,black coffee
25.57,200.41,52.95,black coffee
25.4,183.48,33.31,black coffee
25.87,184.11,33.6,black coffee
29.39,212.92,46.55,black coffee
19.98,100.76,52.69,winter tomato
16.66,145.6,46.58,winter tomato
19.65,67.61,62.83,winter tomato
12.33,173.22,61.96,winter tomato
12.66,177.56,65.95,winter tomato
12.8,131.59,54.64,winter tomato
11.43,99.33,64.9,winter tomato
10.41,195.06,56.55,winter tomato
14.23,79.6,53.94,winter tomato
13.5,89.43,57.62,winter tomato
12.76,127.96,54.88,winter tomato
11.91,72.09,55.42,winter tomato
10.49,83.86,55.92,winter tomato
20.09,183.74,55.86,winter tomato
17.99,88.69,65.7,winter tomato
22.11,202.7,75.24,summer peanut
27.17,165.18,76.86,summer peanut
25.02,196.7,65.78,summer peanut
20.49,207.94,65.69,summer peanut
24.96,108.69,69.27,summer peanut
20.43,137.98,69.5,summer peanut
19.39,203.01,80.83,summer peanut
27.15,150.46,79.15,summer peanut
18.02,200.18,64.01,summer peanut
23.57,131.61,80.99,summer peanut
22.97,151.12,78.66,summer peanut
17.08,109.43,81.65,summer peanut
20.84,202.2,60.98,summer peanut
18.14,109.84,67.84,summer peanut
18.0,207.38,75.37,summer peanut
25.92,66.04,58.87,valley melon
27.63,88.68,73.13,valley melon
20.4,103.31,68.98,valley melon
32.09,126.85,59.98,valley melon
25.18,67.95,74.46,valley melon
30.66,74.25,59.98,valley melon
31.31,78.2,71.3,valley melon
32.49,112.81,73.22,valley melon
23.3,132.9,60.61,valley melon
25.14,94.12,59.59,valley melon
21.9,79.79,73.23,valley melon
31.63,124.88,56.03,valley melon
21.03,127.52,59.28,valley melon
26.74,129.5,67.34,valley melon
28.16,87.32,56.57,valley melon
24.96,82.19,72.94,southern lettuce
22.44,84.45,76.5,southern lettuce
19.04,119.42,85.04,southern lettuce
26.3,56.64,70.67,southern lettuce
26.68,62.93,83.82,southern lettuce
28.75,118.21,72.08,southern lettuce
24.77,98.93,84.86,southern lettuce
24.23,106.71,70.24,southern lettuce
23.78,101.82,82.78,southern lettuce
23.5,101.86,76.42,southern lettuce
16.7,93.35,85.32,southern lettuce
16.18,63.13,83.47,southern lettuce
28.57,98.79,79.77,southern lettuce
19.13,73.92,74.46,southern lettuce
26.79,113.39,79.38,southern lettuce
28.03,93.06,81.63,black pecan
25.6,164.41,75.89,black pecan
28.66,164.91,78.19,black pecan
22.49,177.53,84.11,black pecan
22.19,171.16,71.2,black pecan
25.98,140.93,77.51,black pecan
29.38,121.9,79.73,black pecan
29.88,173.49,69.62,black pecan
31.22,103.63,70.28,black pecan
29.3,124.76,78.6,black pecan
24.05,168.21,80.51,black pecan
24.88,127.92,81.07,black pecan
25.46,113.98,84.44,black pecan
31.22,146.63,86.68,black pecan
29.4,135.64,85.95,black pecan
32.15,77.78,63.71,rosemary
30.51,88.16,50.78,rosemary
38.44,89.05,58.21,rosemary
33.44,91.25,51.97,rosemary
27.24,66.42,50.63,rosemary
31.8,62.34,49.05,rosemary
36.67,77.25,55.88,rosemary
31.0,73.56,62.78,rosemary
38.41,67.19,52.79,rosemary
31.96,84.63,52.77,rosemary
34.11,66.07,58.8,rosemary
37.71,60.95,66.92,rosemary
25.17,66.85,49.69,rosemary
37.55,67.18,56.39,rosemary
25.92,84.65,54.75,rosemary
29.87,161.91,81.93,organic tomato
29.76,175.15,66.52,organic tomato
27.85,186.6,79.27,organic tomato
26.15,180.69,75.68,organic tomato
27.65,192.74,74.14,organic tomato
28.03,113.4,66.22,organic tomato
26.72,117.48,76.43,organic tomato
29.77,174.27,63.43,organic tomato
24.51,127.38,64.04,organic tomato
23.75,158.68,65.66,organic tomato
24.27,182.71,70.1,organic tomato
29.73,179.06,78.25,organic tomato
29.26,112.22,64.79,organic tomato
25.09,181.47,80.13,organic tomato
28.71,147.9,68.44,organic tomato
17.86,201.44,73.44,northern olive
15.33,210.02,74.94,northern olive
14.28,255.07,78.4,northern olive
13.84,228.11,66.51,northern olive
11.48,255.27,65.18,northern olive
15.09,206.15,70.59,northern olive
15.79,244.96,60.02,northern olive
10.17,211.45,77.21,northern olive
12.32,239.43,68.07,northern olive
17.84,229.34,59.74,northern olive
19.83,223.38,72.77,northern olive
10.36,210.95,60.01,northern olive
11.75,213.46,59.06,northern olive
12.44,199.81,75.55,northern olive
9.17,216.61,60.58,northern olive
21.85,87.32,55.73,hybrid cashew
18.37,96.39,67.01,hybrid cashew
16.25,89.33,56.76,hybrid cashew
18.09,107.68,54.22,hybrid cashew
22.56,88.47,63.34,hybrid cashew
20.98,72.97,60.15,hybrid cashew
19.19,85.51,73.83,hybrid cashew
18.65,79.49,70.85,hybrid cashew
17.95,67.4,69.21,hybrid cashew
19.74,103.45,54.28,hybrid cashew
22.28,74.95,72.01,hybrid cashew
21.16,107.45,68.09,hybrid cashew
24.99,107.55,65.4,hybrid cashew
17.98,90.99,63.29,hybrid cashew
23.57,76.74,54.2,hybrid cashew
27.6,279.45,63.11,golden blackberry
26.37,247.69,65.75,golden blackberry
29.3,243.01,74.43,golden blackberry
23.16,266.45,66.56,golden blackberry
24.43,279.56,66.88,golden blackberry
27.03,275.65,66.17,golden blackberry
29.1,218.88,72.98,golden blackberry
29.51,242.52,70.88,golden blackberry
30.02,224.77,74.9,golden blackberry
27.72,201.03,73.59,golden blackberry
30.16,258.57,63.44,golden blackberry
26.94,250.51,70.87,golden blackberry
24.82,279.7,67.17,golden blackberry
26.83,241.86,72.8,golden blackberry
29.65,239.18,73.41,golden blackberry
8.89,82.48,39.19,mountain citrus
16.99,138.22,47.82,mountain citrus
15.07,99.04,38.48,mountain citrus
16.67,74.36,52.38,mountain citrus
15.95,168.53,52.27,mountain citrus
13.33,95.42,49.55,mountain citrus
12.2,63.01,34.57,mountain citrus
11.48,81.71,48.2,mountain citrus
6.39,169.49,33.57,mountain citrus
15.51,50.35,51.21,mountain citrus
11.21,41.99,48.71,mountain citrus
14.69,78.23,41.36,mountain citrus
6.25,134.14,37.61,mountain citrus
12.86,90.83,49.42,mountain citrus
16.65,146.88,39.72,mountain citrus
6.13,228.7,39.38,summer blueberry
12.02,200.63,32.29,summer blueberry
6.42,227.41,39.02,summer blueberry
10.22,216.71,31.52,summer blueberry
7.19,223.95,43.47,summer blueberry
7.24,212.92,31.02,summer blueberry
8.58,197.51,30.38,summer blueberry
8.37,183.01,44.76,summer blueberry
6.49,205.37,31.21,summer blueberry
7.92,226.62,38.23,summer blueberry
11.05,200.2,33.21,summer blueberry
11.7,211.41,41.74,summer blueberry
11.44,189.35,34.21,summer blueberry
8.81,184.72,36.16,summer blueberry
6.7,205.97,45.65,summer blueberry
13.75,113.54,77.89,wild broccoli
13.86,143.06,71.27,wild broccoli
